person_income,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
30500,3000,14.96,0.1,2,1
36500,3200,9.63,0.09,3,0
36500,7000,13.16,0.19,4,0
42000,10800,13.99,0.26,2,1
30576,3000,14.46,0.1,2,1
36588,10000,10.65,0.27,3,0
36600,9950,7.29,0.27,3,0
50000,10800,10.75,0.22,3,0
36636,5000,6.03,0.14,2,0
36648,7125,9.91,0.19,2,0
44400,10800,18.79,0.24,3,1
55000,10800,8.88,0.2,2,0
55000,10800,13.57,0.2,2,0
30780,5500,8.49,0.18,4,1
36800,12400,7.51,0.34,4,0
57000,10800,13.22,0.19,3,0
57000,10800,16.77,0.19,4,1
68000,10800,10.74,0.16,2,0
36852,6000,9.99,0.16,4,0
72000,10800,7.88,0.15,2,0
69000,10800,7.51,0.16,4,1
58650,10800,16.29,0.16,3,1
36933,10000,12.22,0.27,4,0
75000,10800,9.62,0.14,3,0
62165,10800,15.65,0.15,4,1
115000,10800,14.65,0.09,4,0
36996,10000,7.51,0.27,3,0
30000,10775,10.65,0.36,4,1
29950,10750,14.11,0.36,3,1
30067,10750,12.68,0.36,3,1
36000,10750,16.0,0.3,4,0
37000,6000,8.9,0.16,3,0
39000,10750,14.59,0.28,4,1
32000,10700,6.03,0.33,3,1
48000,10700,9.63,0.22,4,0
37000,6400,11.71,0.17,3,0
68000,10700,12.42,0.16,4,0
37000,10000,15.96,0.27,3,0
37000,3600,11.71,0.1,2,0
37000,2000,14.27,0.05,2,0
37000,8400,10.99,0.23,4,0
37000,7000,15.62,0.19,3,0
25000,10625,11.71,0.42,3,1
37000,15000,8.49,0.41,2,0
30000,10625,11.71,0.35,3,1
30000,10625,6.99,0.35,4,1
30000,10625,6.92,0.35,2,1
37000,6075,5.99,0.16,3,0
62467,10625,8.49,0.17,2,0
31200,10600,12.99,0.34,2,1
33048,10600,11.97,0.32,3,1
42000,10600,13.16,0.25,4,0
57700,10600,14.91,0.18,4,1
75000,10600,10.99,0.14,3,0
94000,10600,12.18,0.11,4,0
37000,2500,10.37,0.07,4,0
30000,10500,16.29,0.35,2,1
37000,15000,6.54,0.41,3,0
30600,10500,13.35,0.34,3,1
29000,10500,9.99,0.36,3,1
35220,10500,7.29,0.3,3,0
37000,13000,7.88,0.35,4,0
36000,10500,10.74,0.29,2,0
34500,10500,8.49,0.3,3,1
41900,10500,8.49,0.25,2,0
44640,10500,10.36,0.24,2,0
45000,10500,6.99,0.23,2,0
37000,10000,10.99,0.27,4,0
49000,10500,9.38,0.21,2,1
58000,10500,11.48,0.18,2,0
85000,10500,6.92,0.12,3,0
43500,10450,13.57,0.24,2,0
37000,10400,8.94,0.28,3,0
37000,10000,7.74,0.27,3,0
37000,5000,11.58,0.14,3,0
37000,10400,7.66,0.28,4,0
32400,10400,14.84,0.32,2,1
40000,10400,9.91,0.26,4,0
37000,7500,10.95,0.2,2,0
40800,10400,9.32,0.25,3,0
41004,10400,12.53,0.25,4,0
42000,10400,11.49,0.25,4,0
43500,10400,13.49,0.24,4,0
44000,10400,12.69,0.24,4,0
57300,10400,11.66,0.18,4,0
57460,10400,13.49,0.18,3,0
60000,10400,14.91,0.17,4,0
59000,10400,16.29,0.18,4,1
83252,10400,12.21,0.12,3,0
37200,10000,9.91,0.27,3,0
35280,10375,14.27,0.29,4,1
64000,10325,12.92,0.16,2,1
29856,10300,8.94,0.34,4,1
45000,10300,10.59,0.23,2,0
165000,10300,9.91,0.06,3,0
54996,10250,7.29,0.19,2,0
60000,10250,6.62,0.17,4,0
66000,10250,14.38,0.16,4,1
37200,13000,6.91,0.35,2,0
37200,6000,10.36,0.16,2,0
36000,10200,12.69,0.28,4,0
42000,3600,7.37,0.09,3,0
44094,3600,7.37,0.08,3,0
45000,3600,6.03,0.08,3,0
45000,3600,11.49,0.08,3,0
45000,3600,6.91,0.08,4,0
39600,3600,17.49,0.09,3,1
41000,3600,16.77,0.09,3,1
37308,8400,9.99,0.23,4,0
37344,3200,12.68,0.09,2,0
48000,3600,16.02,0.07,2,0
31417,7000,10.36,0.22,3,1
44000,3600,13.43,0.08,2,1
50000,3600,11.36,0.07,3,0
50350,3600,7.88,0.07,3,0
51300,3600,7.49,0.07,3,0
54000,3600,12.42,0.07,3,0
54804,3600,16.77,0.07,4,0
37459,5600,6.92,0.15,2,0
37460,7125,13.99,0.19,4,0
55000,3600,8.9,0.07,3,0
55000,3600,5.99,0.07,3,0
55200,3600,13.98,0.07,4,0
60000,3600,7.9,0.06,2,0
37500,12000,5.79,0.32,2,0
60000,3600,15.27,0.06,2,0
60000,3600,9.99,0.06,2,0
37500,7000,6.54,0.19,4,0
60900,3600,6.91,0.06,3,0
63000,3600,6.76,0.06,4,0
37500,5600,8.94,0.15,4,0
65000,3600,11.49,0.06,2,0
65000,3600,10.59,0.06,3,0
65000,3600,10.59,0.06,2,0
67000,3600,9.99,0.05,4,0
51850,3600,13.99,0.06,2,1
37560,5000,10.99,0.13,3,0
72000,3600,10.74,0.05,4,0
37596,12000,11.99,0.32,4,0
75000,3600,8.94,0.05,4,0
80000,3600,12.69,0.04,3,0
37700,8000,15.62,0.21,3,0
84996,3600,11.99,0.04,2,0
31785,6000,14.96,0.19,2,1
37800,7200,10.99,0.19,2,0
93000,3600,16.77,0.04,3,1
31800,10000,12.53,0.31,3,1
19800,3625,16.29,0.18,2,1
24000,3625,11.11,0.15,4,1
52000,3625,6.54,0.07,3,0
52000,3625,10.59,0.07,2,1
37980,3500,6.03,0.09,2,0
17496,3700,14.22,0.21,4,1
38000,8875,7.51,0.23,2,0
38000,4000,12.42,0.11,3,0
27996,3700,8.0,0.13,3,0
36000,3700,9.25,0.1,2,0
48000,3700,6.99,0.08,4,0
38000,5400,7.9,0.14,3,0
60000,3700,10.37,0.06,4,0
75000,3700,6.03,0.05,2,0
38000,8000,12.69,0.21,3,0
33000,3725,6.54,0.11,2,0
120000,3725,8.49,0.03,2,0
21000,3750,15.65,0.18,2,1
38000,7000,13.49,0.18,3,0
38000,6000,7.51,0.16,4,0
27804,3750,13.85,0.13,4,0
38000,5400,8.9,0.14,2,0
38000,18000,8.9,0.47,2,0
11000,3800,8.88,0.35,4,1
19200,3800,14.35,0.2,4,1
25000,3800,8.59,0.15,2,0
26400,3800,7.9,0.14,4,0
30004,3800,14.84,0.13,2,1
34000,3800,18.25,0.11,4,1
43000,3800,6.99,0.09,4,0
47000,3800,13.49,0.08,3,0
55000,3800,6.76,0.07,4,0
69000,3800,15.28,0.06,3,1
108000,3800,14.26,0.04,4,0
26000,3825,14.27,0.15,4,0
38000,8500,5.42,0.22,2,0
32000,1000,10.59,0.03,2,1
28500,3825,15.96,0.13,3,1
38000,8000,9.99,0.21,3,0
40000,3825,10.0,0.1,4,0
38000,9000,6.99,0.24,4,0
38000,5000,12.99,0.13,4,0
32000,3850,12.68,0.12,4,0
38000,4500,5.79,0.12,2,0
48500,3850,8.49,0.08,4,0
38000,5000,10.0,0.13,3,0
26000,3900,7.51,0.15,3,0
38000,6000,5.42,0.16,2,0
40000,3900,12.23,0.1,3,0
44500,3900,10.99,0.09,2,0
38000,17500,11.11,0.46,4,0
45000,3950,6.92,0.09,4,0
12000,4000,9.76,0.33,3,1
12600,4000,10.37,0.32,4,1
38000,4200,9.25,0.11,2,0
32000,8000,10.36,0.25,2,1
13000,4000,9.88,0.31,2,1
38000,4800,9.99,0.13,3,0
13000,4000,15.65,0.31,3,1
13200,4000,15.65,0.3,3,1
13200,4000,5.79,0.3,3,1
13200,4000,6.39,0.3,3,1
14400,4000,7.29,0.28,4,1
38000,4000,6.76,0.11,2,0
38000,8000,7.14,0.21,3,0
14400,4000,10.74,0.28,3,1
38000,14000,11.12,0.37,3,0
38000,8500,13.11,0.22,2,0
14400,4000,14.61,0.28,2,1
14400,4000,10.91,0.28,2,1
38000,1500,10.62,0.04,3,0
15000,4000,10.08,0.27,2,1
32000,15000,15.33,0.47,3,1
15600,4000,16.32,0.26,2,1
15708,4000,11.12,0.25,3,1
15996,4000,13.35,0.25,2,1
16800,4000,14.27,0.24,4,1
16800,4000,10.25,0.24,4,1
17500,4000,13.22,0.23,4,1
38000,16000,10.99,0.42,3,0
18000,4000,11.49,0.22,4,1
18000,4000,10.99,0.22,2,1
18000,4000,12.87,0.22,4,1
18000,4000,13.22,0.22,4,1
18000,4000,10.91,0.22,4,1
18720,4000,15.62,0.21,4,1
19000,4000,14.35,0.21,3,1
19200,4000,19.03,0.21,4,1
38000,5000,8.94,0.13,2,0
19200,4000,14.35,0.21,4,1
38000,10000,12.21,0.26,3,0
38000,4000,14.42,0.11,2,0
19200,4000,10.25,0.21,3,1
19404,4000,8.63,0.21,3,1
38000,1950,7.37,0.05,3,0
20000,4000,7.29,0.2,3,0
20000,4000,12.23,0.2,2,0
20000,4000,11.89,0.2,3,0
20000,4000,13.79,0.2,4,0
20000,4000,9.45,0.2,4,0
20004,4000,12.18,0.2,4,0
20400,4000,8.94,0.2,4,0
21000,4000,13.43,0.19,2,0
21000,4000,11.86,0.19,2,0
21000,4000,11.36,0.19,2,0
38004,10000,13.35,0.26,2,0
22000,4000,11.36,0.18,3,1
22000,4000,13.92,0.18,3,0
23400,4000,12.42,0.17,3,0
23920,4000,14.35,0.17,2,0
24000,4000,11.71,0.17,3,0
24000,4000,14.84,0.17,2,1
38014,10000,8.49,0.26,3,0
24000,4000,8.59,0.17,3,0
24000,4000,12.21,0.17,2,0
38100,3900,7.9,0.1,3,0
24000,4000,11.66,0.17,4,0
38117,13500,11.83,0.35,4,0
24000,4000,7.75,0.17,3,0
38160,12000,10.38,0.31,4,0
24996,4000,9.45,0.16,3,0
25000,4000,12.69,0.16,3,0
25000,4000,11.71,0.16,4,0
25000,4000,10.36,0.16,2,0
25200,4000,8.49,0.16,4,0
32213,8000,13.47,0.25,4,1
25200,4000,10.25,0.16,2,0
38244,18000,9.63,0.47,3,0
25440,4000,5.42,0.16,4,0
38268,6000,9.88,0.16,4,0
26000,4000,6.76,0.15,3,0
26000,4000,12.87,0.15,3,1
38376,14500,7.88,0.38,3,0
26400,4000,7.9,0.15,2,0
26400,4000,14.17,0.15,2,1
26400,4000,13.72,0.15,2,0
27000,4000,5.79,0.15,2,0
27000,4000,10.75,0.15,4,0
38400,8000,6.62,0.21,4,0
27000,4000,7.14,0.15,2,0
27000,4000,15.58,0.15,2,1
27040,4000,12.29,0.15,4,0
27600,4000,5.42,0.14,4,0
38400,1000,6.62,0.03,2,0
27993,4000,12.99,0.14,2,0
28000,4000,8.9,0.14,4,0
28000,4000,15.23,0.14,2,0
28000,4000,6.39,0.14,3,0
28008,4000,10.0,0.14,2,0
28704,4000,9.63,0.14,3,0
38400,10000,13.99,0.26,2,0
28800,4000,5.42,0.14,2,0
28800,4000,13.48,0.14,2,0
38400,5550,9.99,0.14,2,0
29000,4000,9.45,0.14,3,0
38400,15000,15.23,0.39,2,0
38400,5000,11.49,0.13,2,0
38400,15500,11.99,0.4,3,0
29700,4000,10.74,0.13,4,0
30000,4000,7.9,0.13,3,0
30000,4000,5.99,0.13,2,0
30000,4000,7.49,0.13,4,0
38400,10000,10.99,0.26,2,0
30000,4000,16.49,0.13,3,0
38400,12500,13.06,0.33,2,0
30000,4000,13.49,0.13,4,0
30000,4000,11.49,0.13,3,0
38400,10000,5.42,0.26,2,0
38400,7675,10.0,0.2,4,0
38400,10000,7.29,0.26,2,0
38400,5000,10.37,0.13,4,0
30000,4000,10.36,0.13,3,0
30000,4000,10.36,0.13,4,0
38400,5000,9.25,0.13,3,0
30000,4000,10.75,0.13,3,0
30000,4000,15.21,0.13,2,1
38400,1000,5.79,0.03,2,0
38400,5700,6.17,0.15,2,0
38400,6000,7.51,0.16,3,0
30000,4000,11.83,0.13,4,1
30000,4000,9.76,0.13,3,0
30000,4000,11.34,0.13,3,0
30900,4000,12.61,0.13,3,1
38400,10000,14.72,0.26,2,0
31104,4000,9.99,0.13,3,0
31200,4000,12.42,0.13,4,0
38400,12000,10.38,0.31,3,0
38400,10000,14.72,0.26,3,0
38400,8500,7.14,0.22,3,0
31200,4000,8.59,0.13,3,0
31609,4000,13.92,0.13,4,0
38400,10000,13.98,0.26,4,0
32400,1750,13.61,0.05,4,1
32000,4000,5.42,0.13,4,0
38400,10000,7.14,0.26,3,0
32000,4000,11.49,0.13,4,0
32000,4000,17.93,0.13,3,1
32000,4000,7.68,0.13,4,0
32400,4000,14.27,0.12,2,0
32400,4000,10.08,0.12,2,0
32500,4000,16.29,0.12,3,0
38400,8000,16.0,0.21,2,0
38400,6000,13.24,0.16,3,0
32640,4000,12.73,0.12,4,0
32993,4000,11.71,0.12,4,1
38423,2000,8.49,0.05,3,0
38450,5500,7.49,0.14,4,0
32484,6250,7.51,0.19,4,1
38496,8000,6.03,0.21,4,0
32496,4200,16.02,0.13,3,1
33000,4000,7.88,0.12,4,0
33000,4000,10.96,0.12,4,0
33227,4000,9.88,0.12,3,0
38500,6500,7.51,0.17,3,0
34000,4000,12.69,0.12,2,0
34500,4000,11.49,0.12,4,0
38628,4800,9.99,0.12,4,0
34800,4000,10.74,0.11,3,0
32644,13750,16.45,0.42,4,1
32652,6000,14.61,0.18,4,1
38667,4800,11.91,0.12,4,0
35000,4000,16.29,0.11,2,0
29000,4000,14.54,0.14,3,1
29000,4000,14.83,0.14,4,1
35000,4000,7.51,0.11,3,0
38880,9500,7.51,0.24,4,0
29000,4000,15.33,0.14,4,1
29000,4000,9.96,0.14,3,1
38904,10000,12.21,0.26,2,0
35500,4000,10.99,0.11,3,0
30000,4000,14.27,0.13,2,1
36000,4000,5.42,0.11,3,0
36000,4000,5.42,0.11,2,0
36000,4000,13.61,0.11,3,0
30000,4000,14.96,0.13,2,1
36000,4000,7.4,0.11,4,0
36000,4000,8.94,0.11,4,0
36000,4000,10.14,0.11,2,0
36300,4000,7.68,0.11,2,0
37000,4000,10.95,0.11,2,0
37000,4000,10.08,0.11,3,0
37200,4000,13.49,0.11,4,0
38000,4000,14.26,0.11,4,0
39000,3250,10.99,0.08,2,0
39000,3000,13.99,0.08,3,0
38400,4000,10.59,0.1,3,0
38400,4000,10.59,0.1,2,0
38400,4000,12.99,0.1,2,0
39000,1000,7.49,0.03,3,0
38400,4000,7.29,0.1,3,0
38400,4000,12.53,0.1,4,0
38850,4000,12.72,0.1,2,0
39000,4000,7.88,0.1,4,0
39000,4000,14.61,0.1,4,0
39000,5600,5.42,0.14,4,0
39000,5000,12.98,0.13,4,0
39000,9500,6.91,0.24,3,0
39000,4500,6.54,0.12,4,0
33000,9000,13.72,0.27,2,1
39000,6000,7.51,0.15,2,0
40000,4000,12.69,0.1,3,0
40000,4000,13.8,0.1,3,0
40000,4000,5.42,0.1,2,0
39000,10000,7.51,0.26,2,0
33000,3250,7.14,0.1,3,1
40000,4000,7.51,0.1,2,0
40000,4000,11.49,0.1,4,0
40000,4000,7.43,0.1,4,0
40200,4000,6.76,0.1,4,0
35000,4000,12.18,0.11,4,1
39000,3000,12.53,0.08,4,0
41004,4000,7.68,0.1,4,0
35200,4000,16.0,0.11,3,1
42000,4000,12.42,0.1,3,0
42000,4000,10.59,0.1,2,0
33000,12000,10.91,0.36,3,1
36000,4000,12.99,0.11,4,1
36000,4000,10.99,0.11,4,1
39120,7000,11.71,0.18,3,0
39124,5000,7.74,0.13,4,0
33168,6000,15.96,0.18,4,1
33192,3000,12.69,0.09,4,1
36000,4000,14.54,0.11,2,1
42000,4000,14.09,0.1,4,0
42000,4000,8.88,0.1,4,0
39216,10000,13.49,0.25,3,0
42000,4000,5.79,0.1,4,0
39300,7000,9.62,0.18,4,0
39300,5325,14.59,0.14,3,0
42000,4000,13.22,0.1,3,0
42500,4000,12.99,0.09,3,0
39396,5000,6.62,0.13,4,0
43000,4000,12.69,0.09,2,0
39456,1325,6.62,0.03,2,0
39456,14000,7.29,0.35,3,0
43000,4000,12.99,0.09,4,0
39600,4000,5.79,0.1,4,1
45600,4000,6.54,0.09,3,0
39500,10000,14.22,0.25,2,0
41000,4000,7.51,0.1,3,1
41000,4000,14.84,0.1,4,1
47004,4000,12.53,0.09,4,0
47088,4000,6.62,0.08,4,0
48000,4000,9.91,0.08,3,0
39600,3500,6.62,0.09,3,0
48000,4000,5.79,0.08,2,0
48000,4000,7.29,0.08,4,0
39600,4800,12.42,0.12,4,0
42000,4000,11.86,0.1,2,1
42000,4000,12.73,0.1,3,1
39600,5000,8.88,0.13,3,0
39600,6000,7.88,0.15,3,0
39600,8250,9.32,0.21,2,0
33660,4500,5.99,0.13,2,1
44000,4000,17.58,0.09,2,1
50000,4000,5.42,0.08,2,0
39672,11500,15.7,0.29,4,0
39689,13000,13.57,0.33,2,0
39700,8400,7.51,0.21,4,0
50000,4000,7.66,0.08,4,0
50000,4000,10.37,0.08,2,0
50000,4000,5.42,0.08,2,0
39800,9750,10.99,0.24,3,0
39828,3000,8.88,0.08,4,0
39828,15000,10.99,0.38,3,0
50000,4000,6.92,0.08,4,0
50000,4000,12.61,0.08,2,0
50000,4000,7.88,0.08,3,0
50000,4000,14.96,0.08,3,0
50000,4000,7.4,0.08,2,0
50000,4000,14.61,0.08,2,0
50004,4000,6.92,0.08,2,0
50004,4000,7.88,0.08,2,0
44582,4000,5.99,0.09,4,1
39990,2400,14.27,0.06,2,0
50808,4000,6.17,0.08,4,0
39996,6000,12.42,0.15,4,0
39996,3000,9.91,0.08,4,0
50952,4000,11.54,0.08,4,0
45000,4000,15.99,0.09,4,1
51600,4000,9.91,0.08,3,0
39996,5000,14.82,0.13,3,0
45630,4000,19.29,0.09,3,1
51996,4000,13.98,0.08,2,0
52000,4000,10.37,0.08,3,0
39996,11000,9.63,0.28,3,0
52000,4000,9.88,0.08,2,0
46392,4000,16.32,0.09,3,1
53285,4000,7.9,0.08,4,0
53636,4000,10.62,0.07,2,0
48000,4000,10.37,0.08,3,1
54000,4000,11.89,0.07,2,0
54996,4000,7.51,0.07,4,0
55000,4000,10.99,0.07,2,0
55000,4000,6.92,0.07,4,0
55000,4000,13.35,0.07,2,0
55000,4000,11.86,0.07,4,0
55000,4000,12.53,0.07,2,0
55000,4000,11.26,0.07,4,0
56000,4000,15.23,0.07,4,0
39996,10000,7.51,0.25,3,0
57000,4000,7.49,0.07,4,0
39996,8000,10.25,0.2,4,0
57500,4000,8.88,0.07,2,0
39996,3600,7.51,0.09,4,0
39996,13000,13.48,0.33,2,0
57600,4000,7.75,0.07,2,0
39996,7000,13.57,0.18,3,0
58000,4000,10.74,0.07,2,0
58000,4000,10.0,0.07,4,0
58320,4000,10.37,0.07,2,0
39996,6000,8.0,0.15,3,0
52800,4000,9.99,0.08,3,1
60000,4000,7.51,0.07,3,0
60000,4000,15.33,0.07,2,0
60000,4000,11.83,0.07,3,0
54000,4000,13.47,0.07,2,1
60000,4000,12.21,0.07,3,0
39996,7500,12.22,0.19,4,0
62000,4000,13.06,0.06,2,0
39996,6500,8.32,0.16,3,0
62000,4000,10.59,0.06,3,0
56400,4000,14.75,0.07,2,1
62500,4000,8.9,0.06,3,0
62500,4000,10.37,0.06,3,0
63000,4000,11.49,0.06,3,0
40000,14400,12.69,0.36,3,0
40000,9875,7.9,0.25,4,0
65000,4000,7.51,0.06,3,0
65000,4000,6.62,0.06,2,0
40000,12000,13.49,0.3,2,0
65000,4000,5.42,0.06,2,0
65000,4000,7.49,0.06,4,0
65499,4000,12.23,0.06,4,0
40000,18000,9.91,0.45,2,0
61000,4000,16.0,0.07,4,1
67450,4000,6.76,0.06,3,0
40000,12000,13.49,0.3,2,0
68000,4000,6.76,0.06,2,0
63000,4000,11.12,0.06,2,1
69360,4000,7.74,0.06,3,0
70000,4000,7.9,0.06,2,0
70000,4000,5.99,0.06,4,0
70000,4000,13.49,0.06,4,0
40000,6000,10.65,0.15,4,0
70000,4000,13.06,0.06,4,0
70000,4000,13.85,0.06,4,0
34000,12000,14.27,0.35,4,1
72000,4000,7.88,0.06,3,0
75000,4000,11.49,0.05,2,0
40000,5000,6.03,0.13,2,0
34000,4500,11.71,0.13,2,1
40000,2100,6.03,0.05,2,0
40000,5000,6.62,0.13,4,0
40000,7500,12.42,0.19,4,0
77250,4000,11.71,0.05,3,0
40000,5400,12.42,0.14,3,0
80000,4000,10.59,0.05,3,0
40000,10000,6.03,0.25,3,0
80000,4000,14.46,0.05,4,0
80000,4000,11.12,0.05,4,0
40000,6700,10.65,0.17,4,0
81996,4000,12.53,0.05,4,0
82000,4000,13.48,0.05,2,0
34000,5500,10.65,0.16,3,1
92000,4000,5.42,0.04,2,0
93000,4000,5.42,0.04,2,0
95000,4000,7.9,0.04,4,0
95000,4000,11.49,0.04,3,0
40000,15000,12.42,0.38,4,0
40000,6400,9.91,0.16,4,0
98000,4000,9.32,0.04,2,0
40000,7500,7.51,0.19,3,0
88000,4000,7.14,0.05,4,1
40000,4500,6.62,0.11,3,0
40000,2000,7.9,0.05,2,0
40000,2500,14.27,0.06,2,0
34000,4000,17.58,0.12,3,1
130000,4000,10.99,0.03,3,0
118068,4000,10.51,0.03,3,1
131000,4000,12.84,0.03,3,0
40000,5000,6.62,0.13,2,0
158000,4000,14.84,0.03,3,1
15000,4200,13.11,0.28,2,1
40000,10000,9.91,0.25,3,0
21600,4200,15.23,0.19,4,0
22560,4200,15.2,0.19,4,1
40000,4000,7.51,0.1,2,0
24996,4200,14.26,0.17,2,0
26000,4200,16.0,0.16,2,1
28080,4200,9.91,0.15,4,1
30000,4200,9.91,0.14,4,0
30000,4200,16.49,0.14,3,1
30000,4200,15.99,0.14,3,0
12000,4350,12.98,0.36,4,1
22000,4350,11.54,0.2,3,0
40000,7500,5.42,0.19,2,0
30000,4350,6.03,0.14,4,0
40000,5000,8.49,0.13,4,0
40000,4000,9.99,0.1,4,0
40000,2200,8.49,0.06,3,0
40000,3600,7.49,0.09,3,0
40000,4000,10.99,0.1,4,0
40000,6000,11.99,0.15,2,0
15000,4375,12.69,0.29,4,1
16800,4375,9.99,0.26,2,1
22044,4375,16.4,0.2,3,1
24480,4375,5.79,0.18,4,0
50000,4375,8.49,0.09,2,0
19200,4400,11.49,0.23,2,1
20000,4400,6.91,0.22,4,0
25000,4400,6.76,0.18,3,0
40000,2000,12.99,0.05,4,0
32496,4400,8.49,0.14,4,0
40000,5000,5.42,0.13,3,0
40000,6000,14.79,0.15,2,0
40000,7200,7.49,0.18,2,0
34000,15000,15.99,0.44,2,1
38000,4400,11.71,0.12,2,0
43000,4400,11.99,0.1,4,1
40000,5000,12.99,0.13,2,0
49000,4400,16.77,0.09,3,1
60000,4400,15.23,0.07,3,0
80000,4400,19.03,0.06,2,0
40000,13000,9.99,0.33,3,0
95459,4400,13.8,0.05,4,0
33600,4450,11.49,0.13,4,0
42200,4450,9.32,0.11,4,0
40000,5400,7.42,0.14,2,0
40000,14000,7.49,0.35,3,0
14400,4500,7.88,0.31,4,1
40000,4500,10.99,0.11,3,0
40000,3500,13.49,0.09,3,0
40000,3200,10.99,0.08,2,0
15600,4500,5.99,0.29,4,1
15600,4500,7.51,0.29,3,1
40000,7500,11.49,0.19,3,0
40000,2800,8.49,0.07,4,0
17600,4500,13.99,0.26,2,1
40000,11000,8.49,0.28,2,0
18000,4500,7.49,0.25,4,1
40000,15000,7.49,0.38,2,0
40000,3000,11.99,0.07,4,0
40000,2000,10.99,0.05,4,0
18000,4500,10.38,0.25,2,1
40000,2500,9.99,0.06,2,0
18000,4500,12.21,0.25,3,1
18200,4500,8.94,0.25,2,1
40000,10000,5.79,0.25,4,0
18204,4500,13.61,0.25,2,1
40000,4300,10.74,0.11,2,0
20000,4500,13.49,0.23,2,0
40000,2125,11.11,0.05,4,0
20004,4500,8.0,0.22,2,0
20400,4500,10.99,0.22,2,0
21000,4500,9.62,0.21,4,0
21000,4500,16.45,0.21,4,1
40000,10850,7.66,0.27,4,0
21600,4500,15.65,0.21,2,1
23421,4500,17.99,0.19,3,1
34000,4000,14.17,0.12,2,1
40000,7200,11.11,0.18,2,0
23916,4500,9.62,0.19,4,0
24000,4500,12.42,0.19,4,0
40000,5000,11.11,0.13,2,0
24000,4500,5.79,0.19,3,0
24000,4500,11.49,0.19,2,0
40000,4000,7.29,0.1,2,0
24500,4500,8.94,0.18,2,0
25596,4500,9.99,0.18,4,0
26000,4500,8.49,0.17,2,1
30996,4500,6.92,0.15,3,0
32000,4500,7.29,0.14,4,0
32400,4500,7.49,0.14,4,0
40000,4800,5.42,0.12,2,0
33000,4500,7.88,0.14,3,0
33000,4500,15.05,0.14,4,1
40000,8000,6.92,0.2,4,0
35000,4500,14.27,0.13,2,0
35000,4500,10.59,0.13,2,0
35000,4500,12.87,0.13,3,0
40000,8000,10.74,0.2,3,0
36000,4500,6.62,0.13,2,0
34000,12250,6.91,0.36,4,1
36000,4500,6.17,0.13,3,0
36000,4500,7.14,0.13,4,0
40000,6000,9.25,0.15,3,0
37342,4500,11.03,0.12,2,0
40000,7000,8.88,0.17,3,0
37500,4500,5.42,0.12,4,0
40000,6900,6.91,0.17,3,0
32000,4500,9.63,0.14,2,1
38000,4500,10.83,0.12,2,0
38004,4500,7.88,0.12,2,0
34000,7000,14.09,0.21,2,1
39000,4500,10.99,0.12,4,0
39996,4500,13.43,0.11,4,0
40000,4500,7.66,0.11,3,0
40000,4500,7.74,0.11,2,0
40000,12000,14.83,0.3,4,0
40000,4500,12.84,0.11,3,0
40000,4000,10.36,0.1,4,0
34068,4500,14.84,0.13,3,1
41000,4500,12.99,0.11,4,0
40000,5000,12.61,0.13,4,0
36000,4500,17.27,0.13,2,1
40000,3500,8.88,0.09,2,0
40000,5300,5.42,0.13,2,0
42000,4500,6.03,0.11,4,0
42000,4500,11.49,0.11,4,0
40000,6000,5.79,0.15,3,0
42000,4500,7.66,0.11,2,0
43500,4500,6.76,0.1,2,0
43738,4500,5.99,0.1,3,0
44004,4500,7.74,0.1,3,0
45000,4500,9.25,0.1,4,0
41000,4500,13.49,0.11,3,1
48000,4500,11.11,0.09,4,0
48500,4500,12.21,0.09,4,0
44000,4500,14.46,0.1,2,1
44000,4500,5.79,0.1,3,1
40000,2500,6.76,0.06,4,0
40000,1000,6.76,0.03,3,0
52800,4500,6.76,0.09,4,0
54100,4500,7.14,0.08,4,0
40000,10000,11.86,0.25,4,0
48300,4500,9.76,0.09,2,1
34000,7750,15.21,0.23,2,1
40000,4000,7.14,0.1,3,0
40000,2000,14.35,0.05,2,0
55000,4500,7.9,0.08,2,0
55000,4500,8.49,0.08,3,0
55000,4500,6.76,0.08,4,0
40000,15250,13.98,0.38,2,0
58947,4500,6.03,0.08,2,0
59000,4500,12.68,0.08,3,0
40000,8000,10.38,0.2,4,0
54000,4500,8.49,0.08,2,1
62000,4500,12.42,0.07,2,0
40000,8100,7.14,0.2,3,0
60000,4500,10.99,0.07,2,1
40000,4000,6.39,0.1,3,0
74000,4500,12.18,0.06,4,0
78996,4500,8.63,0.06,2,0
80000,4500,13.06,0.06,2,0
82560,4500,7.42,0.05,3,0
84000,4500,12.18,0.05,2,0
40000,10500,11.36,0.26,4,0
40000,10000,9.88,0.25,2,0
40000,5600,10.25,0.14,3,0
138000,4500,13.43,0.03,3,0
20664,4550,13.72,0.22,3,0
34000,10000,10.62,0.29,2,1
29976,4550,12.84,0.15,3,0
42000,4550,15.23,0.11,4,0
130000,4550,13.57,0.04,2,0
24000,4600,13.99,0.19,2,0
27864,4600,6.03,0.17,3,0
40000,6000,10.62,0.15,4,0
33000,4600,11.71,0.14,3,0
40000,4600,10.59,0.12,3,0
40000,10000,7.14,0.25,4,0
40000,9000,7.51,0.23,4,0
44000,4600,13.99,0.1,4,1
51996,4600,8.59,0.09,2,0
52000,4600,14.96,0.09,2,1
52800,4600,15.62,0.09,4,1
40000,4000,7.14,0.1,4,0
